name,type,producers,expect,played,tags
口袋铁拳锦标赛,格斗游戏,NBGI、任天堂,80,22, 奇幻
乐高蝙蝠侠3：哥谭之上,动作游戏,Traveller's Tales/华纳兄弟,74,28, 超級英雄 蝙蝠侠 阖家 单人 多人 欢乐 搞笑
大航海时代4,角色扮演,KOEI,35,67,
龙珠英雄：终极任务,策略游戏,Namco Bandai,82,20, 改编 奇幻
ARMS,格斗游戏,任天堂,47,54,
叛乱,第一人称射击,New World InTeractive,44,56, 合作 策略 团队导向 竞技 射击 在线合作 独立
科林麦克雷：尘埃2,竞速游戏,Codemasters,68,33, 硬件杀手
史丹利的寓言,冒险游戏,Galactic Cafe,61,40, 独立 记叙 动态记叙 搞笑 单人 超现实 氛围
变形金刚：毁灭,动作游戏,白金工作室/Activision,75,25, 科幻 改编
QQ飞车,竞速游戏,琳琅天上/腾讯游戏,47,53, 国产
石炉,即时战略,Radiant Entertainment,75,25, 沙盒 生存
以撒的结合,动作角色扮演,Edmund McMillen、Florian Himsl/Edmund McMillen,76,24, 轻度Rogue 迷宫探索 永久死亡 局域网联机 程序生成 困难 垂直卷轴
王者荣耀,角色扮演,腾讯游戏,28,72, 多人 国产 联机 MOBA 奇幻
潮汐之王,第一人称射击,Digital Confectioners,81,18, 独立游戏
魂斗罗,动作游戏,Konami,42,57, 横版卷轴 科幻 改编
超级弹丸论破2：再见了绝望学园,冒险游戏,"Spike Chunsoft Co., Ltd.,Abstraction Games/Spike Chunsoft Co., Ltd.",62,37, 奇幻 好评原声音乐 视觉小说 恋爱模拟 恐怖 黑暗 悬疑
美国职业摔角联盟2K19,体育游戏,2K Sports/2K Games,74,25,
口袋妖怪GO,角色扮演,"Niantic,Inc./The Pokemon Company",82,16,
ELEX,动作角色扮演,Piranha Bytes/THQ Nordic,66,33, 沙盒 奇幻 第三人称视角 动作 末日 剧情丰富 氛围
